,id,budget,revenue,original_title,director,genres,release_date,release_year,budget_adj,revenue_adj
73,216015,40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,Romance,2/11/15,2015,36799983.8080071,524079119.045187
74,318846,28000000,133346506,The Big Short,Adam McKay,Comedy,12/11/15,2015,25759988.6656049,122678731.541358
75,318846,28000000,133346506,The Big Short,Adam McKay,Drama,12/11/15,2015,25759988.6656049,122678731.541358
76,177677,150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,Action,7/23/15,2015,137999939.280026,627743451.672881
77,207703,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,Crime,1/24/15,2015,74519967.2112144,371497801.660967
78,207703,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,Comedy,1/24/15,2015,74519967.2112144,371497801.660967
79,207703,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,Action,1/24/15,2015,74519967.2112144,371497801.660967
80,207703,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,Adventure,1/24/15,2015,74519967.2112144,371497801.660967
81,314365,20000000,88346473,Spotlight,Tom McCarthy,Drama,11/6/15,2015,18399991.9040035,81278719.3973634
82,314365,20000000,88346473,Spotlight,Tom McCarthy,Thriller,11/6/15,2015,18399991.9040035,81278719.3973634
83,314365,20000000,88346473,Spotlight,Tom McCarthy,History,11/6/15,2015,18399991.9040035,81278719.3973634
84,294254,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,Action,9/9/15,2015,56119975.3072108,286356245.923251
85,294254,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,Science Fiction,9/9/15,2015,56119975.3072108,286356245.923251
86,294254,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,Thriller,9/9/15,2015,56119975.3072108,286356245.923251
87,280996,0,29355203,Mr. Holmes,Bill Condon,Mystery,6/19/15,2015,0.0,27006774.877019
88,280996,0,29355203,Mr. Holmes,Bill Condon,Drama,6/19/15,2015,0.0,27006774.877019
89,198184,49000000,102069268,Chappie,Neill Blomkamp,Crime,3/4/15,2015,45079980.1648087,93903685.2423785
90,198184,49000000,102069268,Chappie,Neill Blomkamp,Action,3/4/15,2015,45079980.1648087,93903685.2423785
91,198184,49000000,102069268,Chappie,Neill Blomkamp,Science Fiction,3/4/15,2015,45079980.1648087,93903685.2423785
92,257445,58000000,150170815,Goosebumps,Rob Letterman,Adventure,8/5/15,2015,53359976.5216103,138157089.01088
93,257445,58000000,150170815,Goosebumps,Rob Letterman,Horror,8/5/15,2015,53359976.5216103,138157089.01088
94,257445,58000000,150170815,Goosebumps,Rob Letterman,Comedy,8/5/15,2015,53359976.5216103,138157089.01088
95,264644,6000000,35401758,Room,Lenny Abrahamson,Drama,10/16/15,2015,5519997.57120106,32569603.0293746
96,264644,6000000,35401758,Room,Lenny Abrahamson,Thriller,10/16/15,2015,5519997.57120106,32569603.0293746
97,105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Adventure,11/14/15,2015,160999929.160031,305371920.876354
98,105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Animation,11/14/15,2015,160999929.160031,305371920.876354
99,105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Comedy,11/14/15,2015,160999929.160031,305371920.876354
100,105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Family,11/14/15,2015,160999929.160031,305371920.876354
101,105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Fantasy,11/14/15,2015,160999929.160031,305371920.876354
102,167073,11000000,62076141,Brooklyn,John Crowley,Drama,11/4/15,2015,10119995.5472019,57110024.5915891
103,167073,11000000,62076141,Brooklyn,John Crowley,Romance,11/4/15,2015,10119995.5472019,57110024.5915891
104,277216,28000000,201634991,Straight Outta Compton,F. Gary Gray,Drama,8/13/15,2015,25759988.6656049,185504110.098191
105,277216,28000000,201634991,Straight Outta Compton,F. Gary Gray,Music,8/13/15,2015,25759988.6656049,185504110.098191
106,274854,90000000,140396650,The Last Witch Hunter,Breck Eisner,Fantasy,10/21/15,2015,82799963.568016,129164861.167461
107,274854,90000000,140396650,The Last Witch Hunter,Breck Eisner,Action,10/21/15,2015,82799963.568016,129164861.167461
108,274854,90000000,140396650,The Last Witch Hunter,Breck Eisner,Adventure,10/21/15,2015,82799963.568016,129164861.167461
109,293863,25000000,42629776,The Age of Adaline,Lee Toland Krieger,Fantasy,4/16/15,2015,22999989.8800044,39219376.6634742
110,293863,25000000,42629776,The Age of Adaline,Lee Toland Krieger,Drama,4/16/15,2015,22999989.8800044,39219376.6634742
111,293863,25000000,42629776,The Age of Adaline,Lee Toland Krieger,Romance,4/16/15,2015,22999989.8800044,39219376.6634742
112,325348,10000000,14333790,Hardcore Henry,Ilya Naishuller,Action,9/12/15,2015,9199995.95200178,13187080.9976843
113,325348,10000000,14333790,Hardcore Henry,Ilya Naishuller,Adventure,9/12/15,2015,9199995.95200178,13187080.9976843
114,325348,10000000,14333790,Hardcore Henry,Ilya Naishuller,Science Fiction,9/12/15,2015,9199995.95200178,13187080.9976843
115,228161,135000000,368871007,Home,Tim Johnson,Fantasy,3/18/15,2015,124199945.352024,339361177.121082
116,228161,135000000,368871007,Home,Tim Johnson,Comedy,3/18/15,2015,124199945.352024,339361177.121082
117,228161,135000000,368871007,Home,Tim Johnson,Animation,3/18/15,2015,124199945.352024,339361177.121082
118,228161,135000000,368871007,Home,Tim Johnson,Science Fiction,3/18/15,2015,124199945.352024,339361177.121082
119,228161,135000000,368871007,Home,Tim Johnson,Family,3/18/15,2015,124199945.352024,339361177.121082
120,254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Thriller,10/8/15,2015,3679998.38080071,8339346.45068756
121,254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Comedy,10/8/15,2015,3679998.38080071,8339346.45068756
122,254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Drama,10/8/15,2015,3679998.38080071,8339346.45068756
123,254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Romance,10/8/15,2015,3679998.38080071,8339346.45068756
124,254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Science Fiction,10/8/15,2015,3679998.38080071,8339346.45068756
125,258480,11800000,40272135,Carol,Todd Haynes,Romance,11/20/15,2015,10855995.2233621,37050347.8978469
126,258480,11800000,40272135,Carol,Todd Haynes,Drama,11/20/15,2015,10855995.2233621,37050347.8978469
127,257211,35000000,194564672,The Intern,Nancy Meyers,Comedy,9/24/15,2015,32199985.8320062,178999419.480255
128,253412,55000000,203427584,Everest,Baltasar KormÃ¡kur,Adventure,9/10/15,2015,50599977.7360098,187153294.93255
129,253412,55000000,203427584,Everest,Baltasar KormÃ¡kur,Drama,9/10/15,2015,50599977.7360098,187153294.93255
130,257088,105000000,133718711,Point Break,Ericson Core,Action,12/3/15,2015,96599957.4960187,123021159.990689
131,257088,105000000,133718711,Point Break,Ericson Core,Crime,12/3/15,2015,96599957.4960187,123021159.990689
132,257088,105000000,133718711,Point Break,Ericson Core,Thriller,12/3/15,2015,96599957.4960187,123021159.990689
133,295964,20000000,36606743,Burnt,John Wells,Drama,10/2/15,2015,18399991.9040035,33678188.7415969
134,238615,26000000,30523226,Self/less,Tarsem Singh,Science Fiction,7/10/15,2015,23919989.4752046,28081355.5642035
135,238615,26000000,30523226,Self/less,Tarsem Singh,Mystery,7/10/15,2015,23919989.4752046,28081355.5642035
136,238615,26000000,30523226,Self/less,Tarsem Singh,Thriller,7/10/15,2015,23919989.4752046,28081355.5642035
137,210860,60000000,30418560,Mortdecai,David Koepp,Comedy,1/21/15,2015,55199975.7120106,27985062.8865723
138,210860,60000000,30418560,Mortdecai,David Koepp,Adventure,1/21/15,2015,55199975.7120106,27985062.8865723
139,201088,70000000,17752940,Blackhat,Michael Mann,Mystery,1/13/15,2015,64399971.6640124,16332697.613613
140,201088,70000000,17752940,Blackhat,Michael Mann,Crime,1/13/15,2015,64399971.6640124,16332697.613613
141,201088,70000000,17752940,Blackhat,Michael Mann,Action,1/13/15,2015,64399971.6640124,16332697.613613
142,201088,70000000,17752940,Blackhat,Michael Mann,Thriller,1/13/15,2015,64399971.6640124,16332697.613613
143,201088,70000000,17752940,Blackhat,Michael Mann,Drama,1/13/15,2015,64399971.6640124,16332697.613613
144,166424,120000001,167977596,Fantastic Four,Josh Trank,Action,8/5/15,2015,110399952.34402,154539320.322699
145,166424,120000001,167977596,Fantastic Four,Josh Trank,Adventure,8/5/15,2015,110399952.34402,154539320.322699
146,166424,120000001,167977596,Fantastic Four,Josh Trank,Science Fiction,8/5/15,2015,110399952.34402,154539320.322699
147,310131,3500000,40423945,The Witch,Robert Eggers,Mystery,3/24/15,2015,3219998.58320062,37190013.0363942
148,310131,3500000,40423945,The Witch,Robert Eggers,Horror,3/24/15,2015,3219998.58320062,37190013.0363942
149,238713,65000000,235666219,Spy,Paul Feig,Action,5/6/15,2015,59799973.6880115,216812826.082356
150,238713,65000000,235666219,Spy,Paul Feig,Comedy,5/6/15,2015,59799973.6880115,216812826.082356
151,238713,65000000,235666219,Spy,Paul Feig,Crime,5/6/15,2015,59799973.6880115,216812826.082356
152,256591,50100000,153962963,Focus,Glenn Ficarra|John Requa,Romance,2/25/15,2015,46091979.7195289,141645863.63582
153,256591,50100000,153962963,Focus,Glenn Ficarra|John Requa,Comedy,2/25/15,2015,46091979.7195289,141645863.63582
154,256591,50100000,153962963,Focus,Glenn Ficarra|John Requa,Crime,2/25/15,2015,46091979.7195289,141645863.63582
155,256591,50100000,153962963,Focus,Glenn Ficarra|John Requa,Drama,2/25/15,2015,46091979.7195289,141645863.63582
156,249070,35000000,82347656,Hitman: Agent 47,Aleksander Bach,Action,8/20/15,2015,32199985.8320062,75759810.1856835
157,249070,35000000,82347656,Hitman: Agent 47,Aleksander Bach,Crime,8/20/15,2015,32199985.8320062,75759810.1856835
158,249070,35000000,82347656,Hitman: Agent 47,Aleksander Bach,Thriller,8/20/15,2015,32199985.8320062,75759810.1856835
159,205775,100000000,93820758,In the Heart of the Sea,Ron Howard,Thriller,11/20/15,2015,91999959.5200178,86315059.3813738
160,205775,100000000,93820758,In the Heart of the Sea,Ron Howard,Drama,11/20/15,2015,91999959.5200178,86315059.3813738
161,205775,100000000,93820758,In the Heart of the Sea,Ron Howard,Adventure,11/20/15,2015,91999959.5200178,86315059.3813738
162,205775,100000000,93820758,In the Heart of the Sea,Ron Howard,Action,11/20/15,2015,91999959.5200178,86315059.3813738
163,205775,100000000,93820758,In the Heart of the Sea,Ron Howard,History,11/20/15,2015,91999959.5200178,86315059.3813738
164,334074,20000000,0,Survivor,James McTeigue,Crime,5/21/15,2015,18399991.9040035,0.0
165,334074,20000000,0,Survivor,James McTeigue,Thriller,5/21/15,2015,18399991.9040035,0.0
166,334074,20000000,0,Survivor,James McTeigue,Action,5/21/15,2015,18399991.9040035,0.0
167,312221,35000000,137935567,Creed,Ryan Coogler,Drama,11/25/15,2015,32199985.8320062,126900665.803707
168,276907,25000000,42972994,Legend,Brian Helgeland,Crime,9/9/15,2015,22999989.8800044,39535137.0845396
169,276907,25000000,42972994,Legend,Brian Helgeland,Thriller,9/9/15,2015,22999989.8800044,39535137.0845396
170,308369,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,Comedy,6/12/15,2015,0.0,0.0
171,308369,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,Drama,6/12/15,2015,0.0,0.0
172,227973,99000000,246233113,The Peanuts Movie,Steve Martino,Adventure,11/5/15,2015,91079959.9248176,226534364.284879
173,227973,99000000,246233113,The Peanuts Movie,Steve Martino,Animation,11/5/15,2015,91079959.9248176,226534364.284879
174,227973,99000000,246233113,The Peanuts Movie,Steve Martino,Comedy,11/5/15,2015,91079959.9248176,226534364.284879
175,227973,99000000,246233113,The Peanuts Movie,Steve Martino,Family,11/5/15,2015,91079959.9248176,226534364.284879
176,321741,35000000,48623572,Concussion,Peter Landesman,Drama,11/12/15,2015,32199985.8320062,44733666.5571867
177,296100,25000000,52395996,The Night Before,Jonathan Levine,Comedy,11/20/15,2015,22999989.8800044,48204295.1101101
178,263472,2500000,5214043,Knock Knock,Eli Roth,Drama,6/26/15,2015,2299998.98800044,4796917.44935632
179,263472,2500000,5214043,Knock Knock,Eli Roth,Horror,6/26/15,2015,2299998.98800044,4796917.44935632
180,263472,2500000,5214043,Knock Knock,Eli Roth,Thriller,6/26/15,2015,2299998.98800044,4796917.44935632
181,333348,17000000,24000000,Love the Coopers,Jessie Nelson,Family,11/12/15,2015,15639993.118403,22079990.2848042
182,333348,17000000,24000000,Love the Coopers,Jessie Nelson,Comedy,11/12/15,2015,15639993.118403,22079990.2848042
183,285783,35000000,61181942,The Walk,Robert Zemeckis,Adventure,9/30/15,2015,32199985.8320062,56287361.8735607
184,285783,35000000,61181942,The Walk,Robert Zemeckis,Drama,9/30/15,2015,32199985.8320062,56287361.8735607
185,285783,35000000,61181942,The Walk,Robert Zemeckis,Thriller,9/30/15,2015,32199985.8320062,56287361.8735607
186,290764,11000000,1863315,Tracers,Daniel Benmayor,Action,1/15/15,2015,10119995.5472019,1714249.04573042
187,290764,11000000,1863315,Tracers,Daniel Benmayor,Crime,1/15/15,2015,10119995.5472019,1714249.04573042
188,290764,11000000,1863315,Tracers,Daniel Benmayor,Drama,1/15/15,2015,10119995.5472019,1714249.04573042
189,287424,4000000,187112,Maggie,Henry Hobson,Horror,5/8/15,2015,3679998.38080071,172142.964257095
190,301875,0,2000000,Equals,Drake Doremus,Drama,9/4/15,2015,0.0,1839999.19040035
191,301875,0,2000000,Equals,Drake Doremus,Romance,9/4/15,2015,0.0,1839999.19040035
192,301875,0,2000000,Equals,Drake Doremus,Science Fiction,9/4/15,2015,0.0,1839999.19040035
193,328425,5000000,58978653,The Gift,Joel Edgerton,Thriller,7/30/15,2015,4599997.97600089,54260336.8854517
194,328425,5000000,58978653,The Gift,Joel Edgerton,Mystery,7/30/15,2015,4599997.97600089,54260336.8854517
195,274167,50000000,240360392,Daddy's Home,Sean Anders,Comedy,12/25/15,2015,45999979.7600089,221131463.342156
196,309809,64000000,97571250,The Little Prince,Mark Osborne,Adventure,7/29/15,2015,58879974.0928114,89765510.5031753
197,309809,64000000,97571250,The Little Prince,Mark Osborne,Animation,7/29/15,2015,58879974.0928114,89765510.5031753
198,309809,64000000,97571250,The Little Prince,Mark Osborne,Fantasy,7/29/15,2015,58879974.0928114,89765510.5031753
199,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Adventure,12/17/15,2015,0.0,215055014.135793
200,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Animation,12/17/15,2015,0.0,215055014.135793
201,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Comedy,12/17/15,2015,0.0,215055014.135793
202,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Family,12/17/15,2015,0.0,215055014.135793
203,298382,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,Drama,10/1/15,2015,10975595.1707381,16872792.5759712
204,272693,8500000,43528634,The DUFF,Ari Sandel,Romance,2/20/15,2015,7819996.55920151,40046325.6596167
205,272693,8500000,43528634,The DUFF,Ari Sandel,Comedy,2/20/15,2015,7819996.55920151,40046325.6596167
206,283445,10000000,52882018,Sinister 2,Ciaran Foy,Horror,8/19/15,2015,9199995.95200178,48651435.1533685
207,241251,4000000,50163103,The Boy Next Door,Rob Cohen,Thriller,1/23/15,2015,3679998.38080071,46150034.4539848
208,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Comedy,10/23/15,2015,13799993.9280026,13671898.7043645
209,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Horror,10/23/15,2015,13799993.9280026,13671898.7043645
210,298312,5000000,98450062,The Visit,M. Night Shyamalan,Horror,9/10/15,2015,4599997.97600089,90574017.1874324
211,298312,5000000,98450062,The Visit,M. Night Shyamalan,Thriller,9/10/15,2015,4599997.97600089,90574017.1874324
212,287903,15000000,61548707,Krampus,Michael Dougherty,Horror,11/26/15,2015,13799993.9280026,56624785.5250943
213,287903,15000000,61548707,Krampus,Michael Dougherty,Comedy,11/26/15,2015,13799993.9280026,56624785.5250943
214,287903,15000000,61548707,Krampus,Michael Dougherty,Fantasy,11/26/15,2015,13799993.9280026,56624785.5250943
215,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Drama,3/31/15,2015,18399991.9040035,191900.875563614
216,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Mystery,3/31/15,2015,18399991.9040035,191900.875563614
217,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Thriller,3/31/15,2015,18399991.9040035,191900.875563614
218,192141,5000000,54418872,No Escape,John Erick Dowdle,Action,8/26/15,2015,4599997.97600089,50065340.2112503
219,192141,5000000,54418872,No Escape,John Erick Dowdle,Thriller,8/26/15,2015,4599997.97600089,50065340.2112503
220,308639,700000,17986781,Dope,Rick Famuyiwa,Crime,6/19/15,2015,643999.716640124,16547831.2389542
221,308639,700000,17986781,Dope,Rick Famuyiwa,Drama,6/19/15,2015,643999.716640124,16547831.2389542
222,308639,700000,17986781,Dope,Rick Famuyiwa,Comedy,6/19/15,2015,643999.716640124,16547831.2389542
223,304357,11000000,61619773,Woman in Gold,Simon Curtis,Drama,4/10/15,2015,10119995.5472019,56690166.2163268
224,266294,30000000,105011053,Sisters,Jason Moore,Comedy,12/18/15,2015,27599987.8560053,96610126.2515444
225,227719,12000000,32248241,Project Almanac,Dean Israelite,Science Fiction,1/30/15,2015,11039995.1424021,29668368.6659177
226,227719,12000000,32248241,Project Almanac,Dean Israelite,Thriller,1/30/15,2015,11039995.1424021,29668368.6659177
227,287948,25000000,72629670,The Transporter Refueled,Camille Delamarre,Thriller,9/3/15,2015,22999989.8800044,66819266.9995225
228,287948,25000000,72629670,The Transporter Refueled,Camille Delamarre,Action,9/3/15,2015,22999989.8800044,66819266.9995225
229,287948,25000000,72629670,The Transporter Refueled,Camille Delamarre,Crime,9/3/15,2015,22999989.8800044,66819266.9995225
230,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Mystery,10/13/15,2015,50599977.7360098,68705406.0096213
231,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Thriller,10/13/15,2015,50599977.7360098,68705406.0096213
232,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Fantasy,10/13/15,2015,50599977.7360098,68705406.0096213
233,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Horror,10/13/15,2015,50599977.7360098,68705406.0096213
234,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Drama,10/13/15,2015,50599977.7360098,68705406.0096213
235,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Crime,10/14/15,2015,17939992.1064034,29614535.8096042
236,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Drama,10/14/15,2015,17939992.1064034,29614535.8096042
